ell,C_ell_TT_LCDM,C_ell_TT_obs,sigma_TT,C_ell_TE_LCDM,C_ell_TE_obs,sigma_TE,C_ell_EE_LCDM,C_ell_EE_obs,sigma_EE
688,5310.004600061371,5245.586818146635,268.0440037067939,-153.59930639111934,-143.2444475494765,7.7822442090332915,33.87657615268279,32.78880909612721,1.9279943668256663
689,5223.269356345978,5124.5136559889215,263.47443463097636,-160.08733025652418,-169.7847157897531,8.102838844758383,33.73610592666407,30.86565710959307,1.9212692141813226
690,5138.51898546125,5322.665918287625,259.0116758496142,-166.43625362706368,-158.9148365291434,8.416064164898502,33.64135925677429,36.0469820013758,1.916608227412523
691,5055.844588054218,5168.980717063031,254.66007676928965,-172.63983227643556,-164.85183723108094,8.721609599391716,33.592779430564505,32.64022429701193,1.9140199402396592
692,4975.335470960356,4884.940921615805,250.4238842979486,-178.69194921921144,-162.19028645098507,9.01917389890463,33.59076712194609,31.16417129622692,1.9135126558892073
693,4897.079058696983,5182.630381403894,246.30723878422856,-184.58662076847713,-188.40017408118615,9.308465010369092,33.63567982961461,33.31344767932769,1.9150945431184272
694,4821.160806583502,4559.203843578999,242.3141700552188,-190.31800247580537,-183.48740279801007,9.589200035305936,33.72783135546171,33.85902091786379,1.9187736970092448
695,4747.66411557503,4894.53309477224,238.44859355646744,-195.88039494762097,-173.38078604793384,9.861105248124959,33.867491323644735,30.506314532053597,1.9245581621240184
696,4676.670248894125,4815.879599400538,234.7143065979365,-201.26824953217684,-207.5212020850434,10.123916157843407,34.05488474094624,34.69577923761104,1.9324559169046303
697,4608.2582505440005,4536.717429955061,231.11498470952253,-206.47617387142586,-222.40586615285633,10.377377601035606,34.290191599017504,32.256114389749406,1.9424748195366845
698,4542.504865785018,4616.750410917966,227.65417810965766,-211.49893731222528,-231.4669823358347,10.621243856929903,34.57354651905966,37.917961956442234,1.954622516826166
699,4479.484463654133,4198.815513789449,224.33530829038574,-216.3314761714334,-208.59478840985338,10.855278777798341,34.90503843945753,35.93666760253012,1.9689063188821179
700,4419.268961605691,4623.6283154218045,221.1616647222242,-220.9688988495707,-241.83280195816462,11.07925592940532,35.28471034683931,34.49077568237758,1.985333043505951
701,4361.927752349578,4321.593865642593,218.13640168198475,-225.40649078789443,-229.6110744898988,11.292958737476766,35.71255905099494,34.21931077241983,2.003908835105911
702,4307.527632961062,4195.004950353267,215.26253520662885,-229.63971926383857,-224.6122878706801,11.49618063703757,36.18853500404369,35.976013293385776,2.024638963646048
703,4256.132736334532,4479.092241465767,212.5429401761082,-233.66423801994512,-231.49977205207915,11.688725222133675,36.712542164198915,37.96724812648524,2.047527609579239
704,4207.804465051141,4059.9061321318054,209.98034752801829,-237.4758917215567,-232.42568828546655,11.870406393962138,37.28443790443588,37.231599343556084,2.0725776408954397
705,4162.601427728347,3870.2367760731668,207.57734160677492,-241.07072023870109,-238.39411730265095,12.04104850582143,37.904032966323605,37.44804499035295,2.0997903883460216
706,4120.579377916848,3800.9468132138936,205.33635764988819,-244.44496274775983,-228.8421776525197,12.200486503595824,38.571091459240044,38.695371464273585,2.1291654246038947
707,4081.7911556082754,4204.968544040354,203.25967941378505,-247.595061648681,-259.3548033869431,12.348566060723467,39.285330905143596,37.980572699487986,2.16070035261865
708,4046.2866314145153,3788.472902246021,201.34943694149857,-250.51766629367322,-258.9700478861225,12.485143706784557,40.046422329031365,39.29329446663695,2.194390607767254
709,4014.1126534771056,4364.382916488628,199.60760447440552,-253.20963652347746,-262.9529393103041,12.610086948994098,40.85399039516776,36.20219503086488,2.2302292776288803
710,3985.31299716264,3573.016028044927,198.03599851006092,-255.66804600752116,-245.10528779217822,12.723274386005377,41.70761358912382,43.91622618591568,2.2682069423748805
711,3959.928317597456,4293.513180268123,196.636276008034,-257.89018538441485,-246.34293741717778,12.824595813527138,42.60682444562187,43.29654280943954,2.3083115379068366
712,3937.9961050923953,3979.2310141665885,195.40993274551693,-259.8735651994566,-254.04646293959624,12.913952321339439,43.55110982213368,41.7330800159901,2.3505282430382715
713,3919.550643505578,3900.7536473183022,194.3583018243302,-261.6159186359968,-246.24084898371248,12.991256381361186,44.539911218136744,49.087076545000045,2.394839391233903
714,3904.62297158857,3799.190635859,193.48255233081065,-263.11520403770464,-278.4962144292155,13.056431926479728,45.57262513988483,45.78505189560567,2.441224406720825
715,3893.2408473583223,3970.187779556941,192.78368814991612,-264.36960721898686,-242.5132754098075,13.109414419903548,46.648603510507165,44.06895854943852,2.4896597641879694
716,3885.428715534635,3878.1929717933026,192.26254693474422,-265.37754356099833,-245.34672580616586,13.15015091484222,47.7671541252014,49.94336910247583,2.540118970803545
717,3881.207678079894,4092.9531537693547,191.91979923250946,-266.13765989089507,-256.4431917612246,13.178600104357445,48.92754115124211,49.95951003846699,2.5925725689085346
718,3880.5954678749495,3902.4992989054354,191.75594776787938,-266.64883614218303,-243.1384764193559,13.194732361264421,50.12898567248084,51.17343422123785,2.64698815748419
719,3883.606425562082,3912.4299937906926,191.77132688442214,-266.91018679422683,-288.77517751511516,13.19852976799611,51.37066627796742,50.21970819602726,2.7033304303346184
720,3890.2514795829406,3820.4502605120106,191.96610214476746,-266.9210620891897,-273.8385257357414,13.189986136374271,52.65171969427844,53.89579121883123,2.761561228860318
721,3900.5381294363956,3889.5851927894455,192.3402700899384,-266.6810490248936,-276.3643389887773,13.16910701726198,53.97124146109407,53.23265390186427,2.821639607310826
722,3914.4704321781414,3973.843441367282,192.89365815815708,-266.18997212229806,-256.71268487493074,13.135909700102273,55.32828664951849,56.93135600517114,2.883521908479438
723,3932.048992180852,3600.916055651774,193.62592476328393,-265.4478939665161,-279.19468066996706,13.090423202378586,56.721870622597045,51.10769100531908,2.947161847925783
724,3953.270954170522,3690.9996005416747,194.5365595328937,-264.45511552049925,-254.58291738900547,13.032688249064194,58.15096983743658,56.843921428997426,3.012510604968357
725,3978.129999551614,4123.5309515075405,195.62488370584825,-263.2121762107468,-245.44624888450903,12.962757242161706,59.61452268829606,64.91792844890972,3.079516918867155
726,4006.6163460303824,4040.2580508044034,196.8900506890717,-261.71985378461,-252.7651578074442,12.88069422046974,61.111430389968405,58.696604477975484,3.148127188804693
727,4038.7167505426505,4002.2271428550193,198.3310467730842,-259.9791639389846,-256.3509602475925,12.78657480975396,62.640557900732894,60.69723381739409,3.218285576463837
728,4074.414515489189,4078.100319426269,199.9466920057046,-257.9913597204016,-270.5180739510275,12.680486163543927,64.20073488411802,62.72697159670701,3.2899341101856976
729,4113.689498278526,4183.809116487107,201.73564122317347,-255.75793069675873,-266.3965187346203,12.562526894828695,65.79075670866841,61.70534813646833,3.363012789865074
730,4156.51812417406,4046.571028397926,203.6963852378122,-253.2806019011376,-237.74433122930543,12.43280699898165,67.40938548487573,59.818509328189855,3.4374596919016347
731,4202.873402438979,4042.6770794497993,205.82725218117145,-250.56133254839042,-240.98200497359989,12.291447768314772,69.05535113838864,68.245252449658,3.513211073669194
732,4252.724945769336,4293.485515432795,208.12640900148034,-247.60231452539225,-248.07595614920228,12.13858169874352,70.72735251857748,71.21511522359238,3.5902014770925446
733,4306.03899300265,4100.001646944617,210.59186311406572,-244.40597065606974,-249.4101668238565,11.974352389141385,72.42405854149726,72.23145084712424,3.668363831031516
734,4362.778435085863,4449.826685424314,213.22146420324881,-240.9749527425578,-264.8772864972909,11.798914434083153,74.14410936624573,73.60115818600023,3.747629552264534
735,4422.902844283748,4055.1228119279563,216.01290617410118,-237.3121393840211,-249.74734168172523,11.612433310820743,75.8861176036861,76.05087498611753,3.8279286449417196
736,4486.368506605372,4711.716262935203,218.96372925228152,-233.4206335749258,-211.60162172473213,11.415085261518438,77.64866955646121,81.64715100246886,3.9091897984400408
737,4553.128457423285,4658.078805225338,222.07132223004177,-229.30376008474425,-243.65389887517608,11.207057172000997,79.43032648919495,78.67019091734788,3.991340483603007
738,4623.132520256944,4680.824449140084,225.3329248563496,-224.96506262129571,-222.88295480474375,10.988546448556122,81.22962592774252,78.89063723813445,4.074307047385804
739,4696.327348688704,4921.113617269183,228.74563036892846,-220.40830078013784,-209.5684445137508,10.759760894700142,83.04508298631556,81.87615905781959,4.158014805955084
740,4772.656471377861,5159.556824153562,232.30638816589502,-215.63744678263336,-228.84038600979386,10.52091859028908,84.8751917212822,87.33300554168576,4.242388136313053
741,4852.060340134932,5091.463854629564,236.01200661452174,-210.6566820055258,-208.7592902417569,10.272247775972918,86.71842651040485,92.82876182322207,4.327350566528224
742,4934.476381015586,4492.925841596288,239.859155994536,-205.4703933050556,-196.0781195428073,10.013986746798734,88.57324345625474,85.80135514546672,4.412824864662812
743,5019.839048390481,4707.821407057239,243.8443715732263,-200.0831691388756,-199.96134595082975,9.746383759840914,90.43808181250927,90.88315851754514,4.498733126489222
744,5108.079881944436,4953.14733264907,247.96405680950613,-194.49979548918265,-167.33688778665837,9.469696962169142,92.31136543181402,93.86273324135425,4.584996862087213
745,5199.127566555537,5205.708107391508,252.21448668396388,-188.72525159072256,-204.0499914722014,9.184194347408335,94.19150423386598,89.5546392692407,4.671537081409561
746,5292.907995001713,5425.73506062295,256.59181115179695,-182.76470546749246,-173.3524460554084,8.890153751799257,96.07689569234603,96.17404617598493,4.758274378897951
747,5389.344333439785,5199.858387163566,261.0920587154229,-176.62350928215727,-178.10750691255086,8.587862904345748,97.96592633931026,90.86454740331592,4.845129017223672
748,5488.357089598905,5537.983099523406,265.71114011343025,-170.3071945024086,-163.91753313708392,8.277619550789716,99.85697328562175,91.13198001944481,4.932021010218954
749,5589.864183628,5385.574758191893,270.4448521224371,-163.8214668886298,-160.30878037331195,7.959731678474527,101.74840575599139,103.58905837537321,5.018870205056159
750,5693.7810215338395,5525.436969550231,275.28888146830406,-157.17220130745827,-162.76949540291608,7.634517879711834,103.63858663716886,101.67867715370556,5.105596363722337
751,5800.020571143885,5405.819540917286,280.23880884304634,-150.36543637598078,-148.69323420871686,7.302307906710062,105.52587403781247,106.57613803487189,5.192119243827565
752,5908.493440525657,5645.104123395446,285.29011302369383,-143.40736894148046,-156.34476071592397,6.963443494113537,107.40862285854837,107.31416675134984,5.278358678776211
753,6019.107958791605,5626.527148640178,290.4381750892395,-136.30434840180502,-132.3118877991186,6.618279560055795,109.28518637071251,104.04754739025992,5.36423465732135
754,6131.770259216309,5843.225731612145,295.6782827317292,-129.0628708716226,-127.19425632253021,6.26718595054677,111.15391780225767,110.90729690801909,5.449667402514121
755,6246.384364590476,6563.536482280045,301.00563465745944,-121.68957319993027,-117.91474035467597,5.91054997726616,113.01317192929557,106.18847725293074,5.534577450051939
756,6362.85227473371,6071.941886599258,306.41534507414707,-114.19122684438713,-108.31996089957495,5.5487801369743845,114.86130667173029,122.67702139939519,5.618885726021755
757,6481.074056086134,7302.120466864291,311.9024482598712,-106.57473160815763,-104.66961103456347,5.182311630698086,116.6966846914343,108.96424532609242,5.702513624027995
758,6600.947933296457,6757.557572997414,317.4619032094883,-98.84710924510038,-98.1345600165753,4.811614695335428,118.51767499140485,117.38498219709949,5.785383081688099
759,6722.370382722466,6782.08882685226,323.08859835416706,-91.01549693927333,-94.92497993579232,4.4372074603583345,120.32265451433956,114.20721283806232,5.867416656473249
760,6845.236227757523,6563.027625987431,328.77735634960163,-83.08714066485369,-85.97852644277064,4.059676332803034,122.1100097390589,125.50318153712587,5.948537600866307
761,6969.438735895021,7203.7084549155115,334.52293892840294,-75.06938843269798,-70.70254989787622,3.6797093980196043,123.87813827320271,121.88004792904403,6.028669936804491
762,7094.869717440883,6898.968622590635,340.32005181210684,-66.96968342987125,-62.232429002700584,3.2981533479934257,125.62545044062801,122.4575697332955,6.107738529370195
763,7221.419625782251,7263.654951913502,346.16334967816675,-58.795557058626684,-59.48991452164108,2.916115201705874,127.35037086192942,132.62799334615423,6.185669159689469
764,7348.9776591193995,8250.248870014424,352.047441177271,-50.55462188135563,-50.43799780352186,2.5351546330848773,129.05134002651465,129.23564582823897,6.262388596994875
765,7477.431863565546,7443.045599623523,357.9668939962371,-42.25456447819445,-44.20642652848261,2.157673041954047,130.72681585465878,134.0012177696301,6.337824669806164
766,7606.6692375186185,8024.908465108812,363.91623996173007,-33.90313822402951,-31.806523459721237,1.787765957426704,132.3752752479768,126.08310525776236,6.411906336180327
767,7736.575837207089,7476.477923254241,369.8899801799847,-25.508155991728092,-24.55443777887293,1.433264352355663,133.99521562675258,124.88559059258773,6.484563752980285
768,7867.0368833107395,7853.885318875285,375.8825902076778,-17.077482788542106,-14.920761838024156,1.1110146189737384,135.5851564525723,136.28798272803306,6.555728344109881
769,7997.936868556429,8674.185311809411,381.8885252490824,-8.619028332637226,-9.374385710896222,0.8599994670348627,137.1436407347222,135.0311774959288,6.625332867661744
770,8129.159666187366,7885.957749234933,387.9022253745886,-0.140739576834721,-0.42661273923563664,0.7562624038899745,138.6692365188173,142.86215890462813,6.693311481923266
771,8260.588639203646,8974.54496913611,393.9181207556643,8.349406813327208,8.54743502942667,0.8556133283254567,140.16053835614346,139.62038919469347,6.759599810185475
772,8392.106750270921,8675.158432592843,399.930636911313,16.843412020038972,17.557339582373952,1.1043141778387369,141.61616875220787,143.01563055319738,6.824135004298984
773,8523.596672192953,8295.272171515637,405.9341999610575,25.333262664953804,25.02579477768036,1.4256561196184823,143.03477959300687,131.85477818982707,6.886855806920899
774,8654.940898843659,8915.444344905092,411.92324187949833,33.81093842495111,32.25715060919771,1.7799050069297604,144.4150535475419,157.53535180624647,6.94770261239678
775,8786.021856453111,9192.444780617137,417.8922057474641,42.26841966465049,44.16334878376324,2.1498898715182926,145.75570544512792,144.60492467426104,7.006617526221707
776,8916.72201514157,9180.267183091939,423.8355509947819,50.69769507833149,52.52047200247644,2.527648786644734,147.05548362605992,151.98292017997423,7.063544423024917
777,9046.924000595625,8372.123446677724,429.74775862971825,59.09076933396416,56.42530156286332,2.9090288260477406,148.31317126422888,142.36151206975137,7.1184290030232225
778,9176.510705779463,8859.75278318972,435.62333645011523,67.43967071197568,71.90124714847951,3.2916006731268794,149.52758766029407,151.73639407610344,7.171218846888791
779,9305.36540257491,9196.096611786275,441.45682423130637,75.73645873141545,80.03552259846666,3.67378961646839,150.69758950405057,141.28862250060186,7.221863468978049
780,9433.371853243087,9400.082038081708,447.24279888587614,83.97323175616742,84.51773417674856,4.054479690385829,151.82207210465182,155.10874740485477,7.270314368869242
781,9560.414421601054,9841.563910926281,452.9758795903836,92.1421345738855,92.49497743704026,4.432818327304535,152.8999705873772,150.2954772707262,7.316525081157413
782,9686.37818380639,9767.880878116901,458.650732874171,100.23536594030261,102.89933841757193,4.80811318990058,153.9302610556602,154.14511633606605,7.360451223456702
783,9811.149038643538,9191.199292269956,464.26207766544513,108.24518608165765,103.78175848914411,5.179774503050319,154.91196171712767,160.0784007655459,7.402050542561346
784,9934.613817205356,10113.23255084607,469.804690289826,116.16392414794669,116.33051720934476,5.54728125404227,155.84413397242727,146.67245275861072,7.441282958718077
785,10056.660391864205,10346.855560766437,475.2734094166206,123.9839856097851,111.2630532263324,5.910160582352202,156.72588346565558,151.60717859389626,7.4781106079641955
786,10177.17778442728,10446.248419402571,480.66314094812424,131.6978595916967,137.19146148310864,6.267974790965653,157.55636109523314,160.9920087885075,7.5124978824872715
787,10296.056273371341,10821.282053556391,485.96886284729186,139.29812613471321,128.96055235611158,6.620312935099232,158.3347639841072,174.16461014110436,7.544411468964053
788,10413.187500053025,10822.798078822025,491.1856298991971,146.77746338118922,157.2514664722194,6.96678525384023,159.0603364081999,158.01452560715475,7.573820384837975
789,10528.46457379154,10756.359586143806,496.3085784017465,154.12865467486725,151.7164607373292,7.30701941997873,159.73237068205765,164.22541661640477,7.600696012496568
790,10641.782175721435,10606.605793955525,501.3329307811785,161.34459556923656,159.72732055402042,7.6406579829346875,160.35020800069603,159.53454924532085,7.625012131311878
791,10753.036661314374,9912.168544665632,506.25400012796024,168.4183007373501,163.41692084984453,7.967356612456551,160.91323923667355,175.76509592519798,7.646744947509049
792,10862.126161469585,11081.689939491667,511.06719464874993,175.34291077633432,172.95599516411565,8.286782890508047,161.4209056914707,148.02692607680225,7.665873121830267
793,10968.950682074383,11076.069349682526,515.7680220301912,182.11169889992559,194.309104490208,8.598615484953912,161.87269980029092,162.59961441279503,7.682377794963285
794,11073.412201936995,11214.728818479036,520.3520937103721,188.71807751246396,166.57025249628433,8.902543593133982,162.26816578944442,149.7575845327653,7.696242610705941
795,11175.414768995593,10505.357800407111,524.8151290538711,195.1556046578819,206.90147269078844,9.198266578617645,162.60690028551903,143.28761586752847,7.707453736840171
796,11274.86459470895,10702.82032704464,529.1529594264126,201.41799033734827,204.6243099538941,9.485493747640252,162.88855287558772,165.18377004284739,7.715999883691341
797,11371.670146535522,11933.38136599334,533.3615321652276,207.4991026893161,195.71381063848625,9.763944227306835,163.11282661774854,164.19001078856954,7.721872320350835
798,11465.74223840971,11444.483838570737,537.4369144413353,213.39297402589898,202.603991740894,10.033346918294983,163.27947850133842,161.07909467462625,7.7250648885422155
799,11556.994119125691,11925.94176157835,541.3752970100466,219.09380671958183,236.34965860340122,10.293440502169465,163.3883198562116,162.56790955374805,7.725574014113521
800,11645.34155854107,11660.779972550246,545.1729978461015,224.5959789344387,214.62657945901637,10.543973488618274,163.4392167105192,187.36861858184415,7.723398716140553
801,11730.702931514652,11747.033888385786,548.8264656599613,229.8940501961702,217.45550599479805,10.784704291625022,163.43209009647782,161.43935480815307,7.718540613628442
802,11812.999299494495,12331.243736425015,552.3322832918807,234.98276679539956,247.5107429137474,11.015401326267577,163.36691630366357,167.30048725795015,7.711003929801038
803,11892.154489674822,11605.395054552302,555.6871709805115,239.8570670188632,243.66099402456547,11.235843119790166,163.24372707941802,158.24310140259274,7.7007954939700785
804,11968.095171642262,12021.815919416265,558.8879895028958,244.5120862032475,233.77676035144657,11.4458184320388,163.06260977600326,165.33233559400068,7.687924740978435
805,12040.75093143439,11780.983772622016,561.9317431828356,248.94316160661546,251.4657868225764,11.645126381429986,162.8237074441963,160.9958825122781,7.672403708214144
806,12110.054342935835,11864.644103029568,564.8155827647446,253.14583709252736,241.00751416526282,11.83357657343585,162.52721887306132,159.38500899578744,7.654247030194219
807,12175.941036539562,12000.474476417146,567.5368081502136,257.1158676221366,270.337821581851,12.010989229188763,162.1733985756953,176.05790946607377,7.633471930719709
808,12238.349765003732,12364.986644619266,570.0928709946605,260.8492235497254,273.7737450877742,12.177195312285251,161.76255672078946,170.72104990502484,7.610098212605634
809,12297.222466436702,12023.147796192601,572.4813771615483,264.34209471731396,270.90281466040415,12.332036652238308,161.29505900990736,162.33216585578876,7.584148244991948
810,12352.50432434583,13074.187481515173,574.7000890318109,267.5908943441926,272.1027484740973,12.475366063318443,160.77132650042964,143.3615146185076,7.555646948243825
811,12404.143824688115,11888.181811665228,576.7469276662458,270.59226270739316,292.795644979625,12.607047457751785,160.1918353741699,157.47537751138364,7.524621776451831
812,12452.092809863667,12343.965143824678,578.6199748187786,273.34307060932764,273.3390785118141,12.726955952427723,159.55711665172163,179.80577373097475,7.491102697544897
813,12496.306529595804,12241.1229122676,580.3174747986455,275.84042262901846,260.67109426780144,12.83497796841611,158.8677558526458,157.14814494767316,7.455122171030952
814,12536.74368864444,13378.650169876666,581.8378361796798,278.08166015355056,283.8938124096501,12.93101132271493,158.12439260166605,166.30664305269764,7.416715123382409
815,12573.366491302451,12687.993233802652,583.1796333550355,280.06436418658575,307.2141941749877,13.014965311749046,157.32772018109,167.96337042676777,7.375918921085574
816,12606.140682627632,13209.090379960533,584.3416079358229,281.786357930982,268.50644318810924,13.086760786223598,156.47848502973017,158.08409779464196,7.332773341375158
817,12635.035586365975,11765.503422385242,585.3226699922833,283.2457091427914,278.49380025067927,13.146330217007087,155.57748618864878,149.44286211914994,7.2873205406767845
818,12660.024139525081,12816.548148521219,586.1218991362774,284.44073225411114,289.9351620950645,13.19361775177911,154.6255746941081,136.9948753097595,7.239605020782363
819,12681.082923559688,13203.063602565979,586.7385454440079,285.3699902624918,284.65690569480074,13.228579262231635,153.62365291815777,158.5425630722484,7.189673592784704
820,12698.192192134464,12746.507049171756,587.1720302180546,286.03229638482736,273.01561248709004,13.251182381659916,152.57267385734337,146.75729150445127,7.137575338799365
821,12711.33589543241,13337.222451404556,587.4219465879469,286.4267154738757,301.3041285773886,13.26140653282243,151.47364037007688,152.7213777117811,7.083361571503182
822,12720.50170098061,12416.600912997295,587.4880599486553,286.5525651957849,317.3145487736003,13.259242945989344,150.327604363257,141.54500961297578,7.027085791520072
823,12725.681010968201,13553.489851322372,587.3703082365324,286.4094169672324,289.0071182566242,13.244694667137322,149.13566592878016,147.2872775905744,6.968803642685734
824,12726.868976034833,14076.480343485495,587.0688020423943,285.9970966510079,274.04732400565433,13.217776556285436,147.8989724306378,148.1319229783682,6.908572865223963
825,12724.064505511298,12511.229275030186,586.5838245615797,285.3156850091109,264.902685067766,13.17851527600432,146.61871754334013,148.45763093836865,6.846453246867591
826,12717.27027409726,12456.243293888401,585.9158313809864,284.3655179126592,287.7519555310715,13.12694927016824,145.29614024246376,137.7348514301816,6.782506571957831
827,12706.492724964468,13556.817768242387,585.0654501032324,283.14718630814195,297.56727814939,13.063128733059541,143.93252374816208,151.97193110166893,6.716796568555563
828,12691.74206927732,13614.265086156613,584.0334798082501,281.66153593978663,287.83259437817264,12.987115568977226,142.52919442253355,138.5602088941659,6.649388853598178
829,12673.032282125887,12368.298535570546,582.8208903527693,279.9096668280395,279.8786597240691,12.89898334254745,141.0875206217853,130.06892404063063,6.580350876134914
830,12650.381094870094,12406.072368992725,581.4288215083033,277.89293250439744,270.35095234022737,12.798817219985132,139.60891150418004,138.89919609343403,6.509751858672785
831,12623.809983897132,12460.41476019121,579.8585819384041,275.61293900306805,261.7569714610258,12.686713901614384,138.09481579479996,138.3161124407809,6.437662736663869
832,12593.344155797631,11816.101655187505,578.111648016109,273.07154361015813,283.55834216802964,12.562781546021883,136.5467205082059,137.5687367283053,6.364156096162982
833,12559.012528969495,12029.694773985742,576.1896624826416,270.27085337133803,281.62642095167,12.427139686296151,134.9661496301145,143.5330172788074,6.289306109682367
834,12520.847711661847,11944.376087572751,574.0944329485952,267.2132233591574,248.2317865680087,12.279919138898283,133.35466275926143,131.88556157304603,6.213188470267459
835,12478.885976474847,12039.837883978835,571.8279302389669,263.9012547014143,283.17210934402414,12.121261905820326,131.71385371065864,130.97988201115226,6.135880323814126
836,12433.167231334697,12413.417923995645,569.3922865835635,260.3377923722321,267.1987018506558,11.951321070823266,130.04534908149927,123.36285359931088,6.05746019964403
837,12383.734986966363,12516.485506891568,566.7897936544433,256.5259227476977,272.9995165823855,11.770260690710069,128.35080678099786,133.25608213592295,5.978007939349746
838,12330.636320890135,13205.154105999707,564.0229004522072,252.46897092817446,236.92947269724027,11.57825568279467,126.63191452549856,127.71889651403521,5.897604623916007
839,12273.921837971355,11713.751165141335,561.094211043096,248.17049782960953,232.6335764723887,11.375491709981514,124.8903883002186,122.44736737942726,5.816332499117135
840,12213.64562755606,12762.903906430434,558.0064821489894,243.63429704638943,241.97147702111917,11.162165065191758,123.12797078903401,112.20604250318452,5.73427489918374
841,12149.865217228651,12031.152205228536,554.7626205925478,238.86439148852023,244.36409017218517,10.93848255727969,121.34642977374537,129.5095486484008,5.651516168723637
842,12082.641523230748,12055.36893129324,551.3656805998663,233.86502979611805,253.09446415976265,10.704661401105618,119.54755650429873,112.71166064375059,5.5681415828732534
843,12012.038797584071,12381.71764313852,547.818860963162,228.64068253444185,236.0269240015349,10.460929115108728,117.73316404147248,114.49045514813002,5.484237265646221
844,11938.124571962948,11327.222888299659,544.1255020661329,223.1960381728716,220.71886335364383,10.207523430604171,115.90508557356378,117.84010655361833,5.399890106434848
845,11860.969598365453,12067.581409375363,540.2890827747611,217.53599885148765,207.32907297902,9.944692218192753,114.06517270864565,107.70524275450653,5.315187674609027
846,11780.647786635443,11869.918305931646,536.3132171964769,211.66567593909238,223.56309440783517,9.672693438216276,112.21529374399388,104.40391182123861,5.230218132144879
847,11697.236138890505,11959.319514785682,532.2016513107002,205.59038538672624,196.53006967280618,9.391795124267603,110.35733191430337,99.42947261869995,5.1450701442021085
848,11610.814680914153,11763.483654846157,527.9582594739198,199.31564288093355,214.13841216557157,9.102275411581656,108.49318362034651,112.14130764238642,5.059832787556009
849,11521.466390573465,12807.029725111566,523.587040802578,192.8471588012183,190.3433161577361,8.804422625998512,106.6247566397453,103.91267562363302,4.97459545677592
850,11429.277123326414,11098.231325802539,519.0921154371562,186.19083298635653,199.7084511238836,8.498535454557961,104.75396832155496,119.06670254161487,4.889447768028364
851,11334.335534885782,11061.14943178261,514.4777206909564,179.35274931436646,184.90974979945327,8.18492322632766,102.882743766372,98.10538527723422,4.8044794603693814
852,11236.733001109624,10919.088235001229,509.74820708719704,172.33917010117514,171.2618504028108,7.863906342820407,101.01301399370467,96.66396761109016,4.719780294378275
853,11136.563535190802,10856.09867486356,504.9080342881381,165.15653032316908,161.24245435986407,7.535816912897681,99.14671409835609,96.52586893759161,4.6354399479737225
854,11033.923702221016,10715.254507840746,499.9617669200654,157.81143166900097,155.356554156772,7.200999669881028,97.2857813975922,98.39242042885273,4.5515479092447
855,10928.912531207006,11517.37354226911,494.9140702980468,150.31063642618335,153.24880896173374,6.859813282682739,95.43215357087053,93.33119413178127,4.468193366122662
856,10821.631424619669,11517.351372606818,489.7697060544919,142.66106120819984,143.1635530918073,6.512632224635237,93.58776679393138,96.27312834358789,4.385465092720885
857,10712.18406555871,10435.638350440495,484.53352767561177,134.86977052796155,131.21198165599924,6.159849444218002,91.7545538690502,87.5432463585067,4.30345133217074
858,10600.676322618407,10201.802812271502,479.2104759499909,126.9439702236538,125.98299662202797,5.801880209695592,89.93444235326882,84.10103098381944,4.222239675796921
859,10487.216152541898,10710.575470985325,473.8055743335441,118.89100074312593,119.31839438573111,5.439167707570129,88.12935268642364,80.68129659821535,4.141916938494077
860,10371.913500754095,10113.294237603304,468.32392423523385,110.71833029313466,99.9209836922477,5.072191322164706,86.34119632079991,77.30777276978714,4.062569030199276
861,10254.88019986502,10547.782500364305,462.7707002279775,102.43354785988343,104.58761568589881,4.701479121934989,84.57187385423728,82.50774139474557,3.984280823399251
862,10136.229866237816,10228.996357605252,457.1511451892637,94.04435610743143,89.80448794223126,4.327627143553744,82.82327316852044,81.64730214965972,3.9071360166719082
863,10016.077794717416,9331.763942154188,451.47056537605454,85.55856416067097,81.00136719570664,3.951330034860182,81.09726757488514,78.67809530433635,3.831216994339487
864,9894.54085161775,10584.317038645353,445.73432543861463,76.98408027967642,70.95447097765923,3.5734314174471105,79.39571396846543,84.066698008313,3.7566046824088213
865,9771.737366067622,10561.829875316667,439.94784337798336,68.32890443237898,62.59739993792322,3.1950100138485835,77.72045099351378,82.2437509434766,3.68337840109504
866,9647.787019816138,9381.76528589956,434.11658545182513,59.60112077255818,55.782101390039585,2.817533968486141,76.07329722120453,74.86411749053224,3.611615714369102
867,9522.810735601213,9356.779069702092,428.2460610334819,50.80889003030664,49.07664348627658,2.443152808654819,74.45604934183912,68.10307096578208,3.5413922771403485
868,9396.930564185572,9517.6634728444,422.34181742907555,41.96044182217642,46.01401176192356,2.075285281849605,72.87048037325319,70.90243725553788,3.4727816808810728
869,9270.269570166152,9409.540533002028,416.4094346575478,33.06406688829878,32.15961414747252,1.719885331728435,71.31833788721616,69.27543301445715,3.4058552987216264
870,9142.951716664507,9413.254190133957,410.4545201985819,24.128109263887133,24.374885856767545,1.3883344323198024,69.80134225560525,67.6060632292773,3.340682131289571
871,9015.101749006364,9828.194715863423,404.4827037133494,15.160958392530818,15.60310479508076,1.104037334686354,68.32118491811377,66.03453076135138,3.277328654830136
